class,class_name,confidence,x_min,y_min,x_max,y_max
5,unsuccess_alert,0.9858662486076355,227,281,423,317
1,login_form,0.9821532368659973,199,39,450,340
4,title_text,0.9782171249389648,292,80,356,108
6,username_input,0.970421314239502,226,136,423,172
0,login_button,0.9670357704162598,227,238,423,272
2,password_input,0.9331400394439697,228,195,423,231
