class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9987034797668457,263,199,315,251
4,tile,0.9986969828605652,206,256,259,309
4,tile,0.9983684420585632,264,256,316,307
4,tile,0.9982016086578369,207,200,259,251
1,board,0.9981854557991028,200,137,436,369
4,tile,0.9980587363243103,205,143,257,195
4,tile,0.9976640939712524,321,199,372,251
4,tile,0.9962635636329651,319,141,371,194
4,tile,0.9958779811859131,377,140,428,194
4,tile,0.9931697845458984,377,198,429,250
4,tile,0.9925744533538818,262,142,314,195
2,button,0.2404288798570633,378,96,433,116
3,score_box,0.21986371278762817,366,55,397,82
0,best_score_box,0.21407422423362732,400,55,434,82
0,best_score_box,0.20042142271995544,367,55,399,82
