class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9997027516365051,200,137,435,370
4,tile,0.9992709755897522,264,313,316,364
4,tile,0.9989093542098999,206,200,258,252
4,tile,0.9988644123077393,207,257,258,308
4,tile,0.9988614320755005,205,143,257,195
4,tile,0.9986860156059265,264,256,315,308
4,tile,0.998683750629425,263,200,315,251
4,tile,0.9983697533607483,319,142,371,195
4,tile,0.9983586668968201,262,143,313,195
2,button,0.35973989963531494,377,96,433,117
3,score_box,0.2131195217370987,366,55,398,82
0,best_score_box,0.18953090906143188,367,55,399,82
0,best_score_box,0.18657495081424713,400,55,433,82
4,tile,0.12911057472229004,377,97,433,117
