class,class_name,confidence,x_min,y_min,x_max,y_max
1,login_form,0.9910287857055664,207,72,450,332
0,login_button,0.9675515294075012,235,262,425,295
6,username_input,0.9237650632858276,234,165,424,198
4,title_text,0.9143085479736328,298,112,357,136
2,password_input,0.7279442548751831,234,221,425,254
