class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.999467670917511,202,138,435,369
4,tile,0.9988100528717041,207,200,257,252
4,tile,0.9986225366592407,264,256,315,308
4,tile,0.9986082911491394,205,143,257,195
4,tile,0.9985581040382385,263,200,315,251
4,tile,0.9979567527770996,262,143,314,195
4,tile,0.9968473315238953,377,198,427,250
4,tile,0.9961487054824829,319,142,371,195
4,tile,0.9960017800331116,376,141,428,194
2,button,0.2596028745174408,377,96,433,117
3,score_box,0.19921749830245972,366,55,397,83
0,best_score_box,0.19536423683166504,366,55,399,82
0,best_score_box,0.1798751801252365,400,55,433,82
