class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9996022582054138,321,312,373,364
1,board,0.999273955821991,201,136,435,371
4,tile,0.9991418123245239,320,199,371,251
4,tile,0.9988127946853638,378,312,430,364
4,tile,0.9983800649642944,376,198,428,250
4,tile,0.9968814849853516,376,141,428,194
2,button,0.2842133641242981,377,96,433,117
3,score_box,0.19166961312294006,366,55,398,83
0,best_score_box,0.1793311983346939,400,55,433,82
0,best_score_box,0.16858381032943726,366,55,399,82
4,tile,0.1340448558330536,377,97,434,117
