class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9994381070137024,379,311,431,364
4,tile,0.9992815852165222,322,312,373,364
4,tile,0.9989956021308899,208,313,260,365
4,tile,0.9983401298522949,208,256,259,308
4,tile,0.9982383251190186,265,313,316,365
4,tile,0.9981899857521057,206,143,257,195
4,tile,0.9980278611183167,263,199,315,251
1,board,0.9975932240486145,200,137,436,371
4,tile,0.9973094463348389,264,255,316,308
4,tile,0.9967016577720642,206,200,259,251
4,tile,0.9965678453445435,376,140,428,194
4,tile,0.9964553117752075,320,198,372,250
4,tile,0.9958042502403259,377,197,429,250
4,tile,0.9950792789459229,263,142,315,195
4,tile,0.9936297535896301,320,141,371,194
2,button,0.23750647902488708,377,96,433,116
0,best_score_box,0.20193082094192505,366,55,399,81
3,score_box,0.19617433845996857,365,55,397,82
0,best_score_box,0.1864963173866272,400,54,434,81
