class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9987621307373047,206,143,257,195
4,tile,0.9984945058822632,322,255,372,307
1,board,0.9974852800369263,201,137,436,368
4,tile,0.9973949193954468,379,312,431,364
4,tile,0.9965956807136536,320,198,372,250
4,tile,0.9957029223442078,263,142,315,194
4,tile,0.9954082369804382,376,140,428,194
4,tile,0.9953219294548035,262,199,315,251
4,tile,0.9950364232063293,378,254,430,307
4,tile,0.9936410784721375,320,141,371,194
4,tile,0.993044912815094,378,198,428,250
4,tile,0.9909055233001709,209,258,258,307
2,button,0.23510657250881195,378,96,434,116
3,score_box,0.2055366188287735,365,55,396,81
0,best_score_box,0.20389536023139954,400,55,434,81
0,best_score_box,0.1545010656118393,366,55,398,81
