class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.999471127986908,207,256,259,308
4,tile,0.9990255832672119,206,143,258,195
1,board,0.9984923601150513,202,137,435,368
4,tile,0.9958019852638245,376,140,428,194
4,tile,0.9955028891563416,263,142,315,195
4,tile,0.994361162185669,320,141,372,194
4,tile,0.9920159578323364,317,198,370,251
4,tile,0.9891074299812317,260,199,313,251
4,tile,0.9614717364311218,372,255,429,307
4,tile,0.9472705125808716,375,197,428,250
2,button,0.24873848259449005,378,96,433,116
0,best_score_box,0.2156633883714676,366,55,399,81
3,score_box,0.21318307518959045,365,55,397,82
0,best_score_box,0.2127215564250946,400,55,434,81
