class,class_name,confidence,x_min,y_min,x_max,y_max
0,login_button,0.991831362247467,234,262,425,295
1,login_form,0.9917547702789307,207,72,450,332
4,title_text,0.9631669521331787,298,111,358,136
6,username_input,0.9626413583755493,233,165,424,199
2,password_input,0.9583988189697266,233,221,425,255
