class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9993649125099182,379,312,430,364
4,tile,0.999275267124176,208,313,260,365
4,tile,0.9989031553268433,207,256,259,308
4,tile,0.9988344311714172,206,199,258,251
4,tile,0.9985514283180237,264,199,315,251
1,board,0.9980480670928955,200,137,436,369
4,tile,0.9972374439239502,320,198,372,251
4,tile,0.9971922039985657,377,140,428,193
4,tile,0.9971202611923218,205,143,257,195
4,tile,0.9960463643074036,377,197,429,250
4,tile,0.9924947023391724,319,141,371,194
4,tile,0.9923793077468872,263,142,314,195
2,button,0.23682193458080292,378,96,433,116
3,score_box,0.20738157629966736,366,55,397,82
0,best_score_box,0.2070092111825943,400,54,434,82
0,best_score_box,0.18724991381168365,367,55,399,81
