class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9987425208091736,208,313,260,365
4,tile,0.9984343647956848,206,143,258,195
4,tile,0.9981123208999634,207,200,259,252
4,tile,0.9976535439491272,208,257,259,308
1,board,0.9965972304344177,200,137,436,368
4,tile,0.9960773587226868,321,255,373,307
4,tile,0.9956825971603394,263,199,315,251
4,tile,0.9951992630958557,378,254,430,307
4,tile,0.9950855374336243,376,140,428,193
4,tile,0.9949329495429993,263,142,315,195
4,tile,0.9945324659347534,320,198,372,251
4,tile,0.9929828643798828,378,197,429,250
4,tile,0.9927079081535339,320,141,372,194
2,button,0.23599041998386383,378,95,433,116
3,score_box,0.22067227959632874,366,55,397,82
0,best_score_box,0.20778290927410126,366,55,399,81
0,best_score_box,0.19867780804634094,400,55,434,81
