class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9992133378982544,208,313,260,365
4,tile,0.9988932013511658,322,312,373,364
4,tile,0.998666524887085,207,200,259,252
4,tile,0.9983727335929871,379,311,431,364
4,tile,0.9982306361198425,265,313,316,364
4,tile,0.9974678754806519,264,256,315,307
4,tile,0.9971961975097656,321,255,373,307
4,tile,0.9969261288642883,321,198,372,250
4,tile,0.9968410730361938,263,199,315,251
1,board,0.9961150884628296,200,137,436,370
4,tile,0.9960856437683105,206,143,258,195
4,tile,0.9957138299942017,378,255,430,307
4,tile,0.9950917959213257,377,197,429,250
4,tile,0.9947655200958252,376,140,428,193
4,tile,0.9909353852272034,319,141,371,194
4,tile,0.990710437297821,263,142,315,195
2,button,0.25465860962867737,377,96,433,116
0,best_score_box,0.2385282963514328,400,55,434,81
3,score_box,0.22399702668190002,366,55,396,82
0,best_score_box,0.19838973879814148,367,55,399,81
