class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9989455342292786,265,313,316,364
4,tile,0.997799813747406,321,255,372,307
4,tile,0.9976206421852112,379,312,431,364
4,tile,0.9972324967384338,264,255,316,308
4,tile,0.9968812465667725,207,200,259,252
1,board,0.996635377407074,201,137,436,368
4,tile,0.9957127571105957,263,199,315,251
4,tile,0.9955678582191467,205,143,257,195
4,tile,0.9954922199249268,376,140,428,193
4,tile,0.9944971203804016,263,142,315,194
4,tile,0.9941476583480835,320,198,372,251
4,tile,0.9933033585548401,320,141,372,194
4,tile,0.9925616383552551,378,197,429,250
4,tile,0.9924518465995789,378,254,430,307
2,button,0.22809796035289764,377,96,433,116
0,best_score_box,0.2049703747034073,366,55,399,81
3,score_box,0.19229668378829956,365,55,397,82
0,best_score_box,0.18022243678569794,400,55,434,81
