class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9987412095069885,265,313,316,364
4,tile,0.9978918433189392,321,255,373,307
4,tile,0.9976950287818909,204,253,263,312
4,tile,0.9972585439682007,266,256,315,307
4,tile,0.9970199465751648,207,200,259,251
4,tile,0.9967421889305115,263,199,315,251
4,tile,0.9965433478355408,205,143,258,195
4,tile,0.9964214563369751,321,198,372,250
4,tile,0.996218740940094,378,255,429,307
1,board,0.9956737160682678,199,137,436,368
4,tile,0.9952837824821472,377,197,429,250
4,tile,0.9947240948677063,376,140,428,194
4,tile,0.9920907020568848,263,142,314,194
4,tile,0.9899858832359314,319,141,371,194
2,button,0.2588770091533661,378,96,433,116
3,score_box,0.2319127321243286,366,55,396,81
0,best_score_box,0.2276207059621811,400,55,434,81
0,best_score_box,0.168913334608078,367,55,398,81
