class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9995481371879578,201,137,435,368
4,tile,0.9993690848350525,320,255,372,307
4,tile,0.9991499185562134,207,256,258,308
4,tile,0.9989250302314758,207,200,259,252
4,tile,0.998898983001709,205,143,257,195
4,tile,0.9981879591941833,264,199,314,251
4,tile,0.9975653886795044,377,141,428,194
4,tile,0.9974290728569031,319,141,371,195
4,tile,0.996791660785675,262,142,314,195
2,button,0.2851901948451996,377,96,433,117
3,score_box,0.21521073579788208,366,55,397,82
0,best_score_box,0.19650352001190186,367,55,399,81
0,best_score_box,0.19396339356899261,400,55,433,82
