class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.999234676361084,265,312,316,365
4,tile,0.9992290735244751,322,312,373,364
4,tile,0.9988114833831787,207,256,259,308
4,tile,0.9986581802368164,208,313,260,365
4,tile,0.9985839128494263,206,199,259,251
4,tile,0.9979689717292786,264,199,315,251
4,tile,0.9976074695587158,321,255,373,307
4,tile,0.9972212314605713,377,140,428,193
1,board,0.9969276785850525,199,137,436,370
4,tile,0.9961649179458618,206,143,258,195
4,tile,0.9937105178833008,320,198,372,251
4,tile,0.9917335510253906,378,197,429,250
4,tile,0.9916068315505981,319,141,371,194
4,tile,0.9914219975471497,263,142,315,195
0,best_score_box,0.24787791073322296,400,55,434,81
2,button,0.21451233327388763,377,96,433,116
0,best_score_box,0.21078601479530334,366,55,399,81
3,score_box,0.197998046875,366,55,397,82
