class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9992375373840332,264,312,316,364
4,tile,0.9990382194519043,322,312,374,364
4,tile,0.9982353448867798,207,200,259,252
4,tile,0.9978260397911072,321,255,372,307
1,board,0.9969509840011597,200,137,436,370
4,tile,0.9967382550239563,205,143,257,195
4,tile,0.9964017868041992,379,312,431,364
4,tile,0.9956892132759094,262,199,315,251
4,tile,0.9953557252883911,376,140,428,194
4,tile,0.9951227307319641,377,197,429,250
4,tile,0.9944919347763062,378,255,429,307
4,tile,0.9940747618675232,320,198,371,251
4,tile,0.9929392337799072,263,142,314,194
4,tile,0.9923672080039978,319,141,371,194
2,button,0.2440459132194519,378,95,433,116
0,best_score_box,0.19203652441501617,400,54,434,81
0,best_score_box,0.18593557178974152,366,55,399,81
3,score_box,0.18465586006641388,365,55,397,82
