class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9996662139892578,202,138,435,369
4,tile,0.9993046522140503,205,143,257,195
4,tile,0.999208390712738,378,312,430,364
4,tile,0.998902440071106,262,143,314,195
4,tile,0.998471200466156,378,255,429,307
4,tile,0.9976060390472412,377,141,428,194
4,tile,0.9971238970756531,319,142,371,195
4,tile,0.9963608384132385,376,198,428,250
2,button,0.2979215979576111,377,96,433,117
3,score_box,0.2073575109243393,366,55,397,82
0,best_score_box,0.20182186365127563,400,55,433,82
0,best_score_box,0.1707085818052292,367,55,399,82
