class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9993805885314941,322,312,373,364
4,tile,0.9987120628356934,207,256,259,308
4,tile,0.9985986351966858,208,313,260,365
4,tile,0.9981358051300049,206,199,259,251
4,tile,0.9979054927825928,263,199,315,251
4,tile,0.9978871941566467,264,256,316,308
4,tile,0.9974702596664429,378,254,430,307
4,tile,0.9973326921463013,377,140,428,193
1,board,0.9966455101966858,200,137,436,369
4,tile,0.9955253005027771,206,143,258,195
4,tile,0.994265615940094,320,198,372,251
4,tile,0.9917859435081482,319,141,371,194
4,tile,0.9909399747848511,377,198,429,250
4,tile,0.9909334182739258,263,142,315,195
2,button,0.20175713300704956,378,96,433,116
3,score_box,0.19831788539886475,365,55,397,82
0,best_score_box,0.1976313441991806,366,55,399,81
0,best_score_box,0.17888443171977997,400,54,434,81
