class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9995895028114319,201,138,435,369
4,tile,0.999116837978363,207,200,257,252
4,tile,0.9990862607955933,264,199,315,251
4,tile,0.9990102052688599,207,256,259,308
4,tile,0.9985565543174744,205,143,257,195
4,tile,0.9981389045715332,262,143,314,195
4,tile,0.9969147443771362,319,142,371,195
4,tile,0.9962211847305298,376,141,428,194
4,tile,0.7829427123069763,377,198,428,249
2,button,0.2859579026699066,377,96,433,117
3,score_box,0.20401215553283691,366,55,396,82
0,best_score_box,0.1894502341747284,400,55,433,82
0,best_score_box,0.1799910068511963,367,55,398,82
