class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9992648959159851,379,312,431,364
4,tile,0.998788058757782,208,313,260,365
4,tile,0.9986856579780579,207,200,259,251
4,tile,0.9983105659484863,208,257,259,308
4,tile,0.9974533915519714,322,255,372,307
4,tile,0.9973003268241882,206,142,258,195
4,tile,0.9969251751899719,264,255,316,308
1,board,0.9958431124687195,200,137,436,368
4,tile,0.9952972531318665,376,140,428,193
4,tile,0.9950008988380432,263,142,315,194
4,tile,0.9949160814285278,263,199,315,251
4,tile,0.9938080906867981,378,254,430,307
4,tile,0.9932524561882019,320,198,372,251
4,tile,0.992608368396759,378,197,429,250
4,tile,0.9920449256896973,320,141,372,194
2,button,0.22783049941062927,378,96,433,116
0,best_score_box,0.2097417712211609,400,55,434,81
3,score_box,0.1753208041191101,365,55,397,82
0,best_score_box,0.17415224015712738,366,55,399,81
