class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9987685084342957,321,255,373,307
1,board,0.9985276460647583,201,137,436,368
4,tile,0.9983761310577393,264,199,315,251
4,tile,0.9980497360229492,205,143,257,195
4,tile,0.9959841966629028,320,198,371,251
4,tile,0.995303750038147,375,139,429,194
4,tile,0.9937273263931274,263,142,314,195
4,tile,0.9920825958251953,319,141,371,194
4,tile,0.9915357828140259,377,197,430,251
2,button,0.2538801431655884,378,96,433,116
3,score_box,0.21998068690299988,366,55,396,82
0,best_score_box,0.20310941338539124,400,55,434,81
4,tile,0.18972189724445343,207,255,259,308
0,best_score_box,0.1857433319091797,366,55,399,81
