class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9996129870414734,199,138,435,369
4,tile,0.9994547963142395,207,200,258,252
4,tile,0.9993079900741577,208,314,259,365
4,tile,0.9990532994270325,207,256,259,308
4,tile,0.9986400008201599,205,143,257,195
4,tile,0.9961473941802979,376,141,428,194
4,tile,0.995600700378418,262,142,313,195
4,tile,0.9939978122711182,319,142,371,195
4,tile,0.9939646124839783,322,258,371,307
2,button,0.30116328597068787,377,96,433,117
3,score_box,0.2190341353416443,366,55,396,82
0,best_score_box,0.20418545603752136,400,55,434,82
0,best_score_box,0.17045694589614868,367,55,398,82
