class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.999458372592926,208,313,260,365
4,tile,0.9988510608673096,379,311,431,364
4,tile,0.9986203908920288,322,312,373,364
4,tile,0.99860018491745,206,143,257,195
4,tile,0.9981335997581482,263,199,315,251
4,tile,0.9980624318122864,321,256,372,307
4,tile,0.9975554347038269,206,200,259,252
1,board,0.9973039627075195,200,137,436,369
4,tile,0.9961093068122864,320,198,372,250
4,tile,0.9956718683242798,376,140,428,194
4,tile,0.9956366419792175,263,142,315,195
4,tile,0.9954794645309448,377,197,429,250
4,tile,0.9949129819869995,378,255,430,307
4,tile,0.9942411184310913,320,141,371,194
2,button,0.2598664462566376,378,96,433,116
0,best_score_box,0.20811012387275696,366,55,399,81
3,score_box,0.19646263122558594,365,55,397,82
0,best_score_box,0.19350098073482513,400,54,434,81
