class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9993785619735718,202,136,435,369
4,tile,0.9984979629516602,205,143,257,195
4,tile,0.9978094696998596,320,198,372,251
4,tile,0.9973247051239014,319,141,370,195
4,tile,0.9961354732513428,373,138,430,196
4,tile,0.995551347732544,262,142,314,195
2,button,0.30257028341293335,377,96,433,116
0,best_score_box,0.24493007361888885,367,55,399,81
3,score_box,0.24454906582832336,367,55,397,82
0,best_score_box,0.23253539204597473,400,55,434,82
4,tile,0.16040576994419098,378,302,431,364
