class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.99964439868927,208,313,259,365
1,board,0.9993625283241272,201,138,435,369
4,tile,0.9992873072624207,378,312,431,364
4,tile,0.9983812570571899,262,143,314,195
4,tile,0.9983513355255127,320,199,371,251
4,tile,0.9974827170372009,378,255,429,307
4,tile,0.9963976740837097,377,198,428,250
4,tile,0.9950962662696838,376,141,428,194
4,tile,0.9935179948806763,319,142,371,195
2,button,0.27746719121932983,377,96,433,117
3,score_box,0.21149098873138428,366,55,397,82
0,best_score_box,0.18471220135688782,400,55,433,82
0,best_score_box,0.1698654443025589,366,55,399,82
