class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9986876845359802,208,314,259,365
4,tile,0.9985912442207336,207,256,259,308
4,tile,0.9983190894126892,379,312,431,364
4,tile,0.9982067346572876,265,312,316,364
4,tile,0.997799813747406,321,255,372,307
4,tile,0.9973533153533936,264,256,316,308
4,tile,0.9973118305206299,322,312,374,364
4,tile,0.9972648620605469,207,200,259,252
4,tile,0.9968121647834778,321,198,372,250
4,tile,0.9960002303123474,205,143,257,195
1,board,0.9959580302238464,200,137,436,370
4,tile,0.9954891800880432,377,140,428,193
4,tile,0.995111882686615,263,199,315,251
4,tile,0.995063841342926,378,254,430,307
4,tile,0.9923766255378723,263,142,315,195
4,tile,0.9908559322357178,319,141,371,194
4,tile,0.9894939064979553,377,198,429,250
2,button,0.25148704648017883,378,95,433,116
0,best_score_box,0.2258300483226776,400,55,434,81
3,score_box,0.21124321222305298,366,55,396,82
0,best_score_box,0.19399237632751465,366,55,399,81
