class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9994508624076843,202,137,435,369
4,tile,0.9990491271018982,203,309,265,370
4,tile,0.9979848861694336,205,143,257,195
4,tile,0.9975764155387878,377,141,428,194
4,tile,0.9947133660316467,319,141,371,195
4,tile,0.99467933177948,262,142,314,195
4,tile,0.5371618270874023,277,199,332,251
4,tile,0.5201020836830139,253,256,316,308
4,tile,0.3195992708206177,208,200,272,252
2,button,0.2749360501766205,377,96,433,116
3,score_box,0.23196618258953094,366,55,397,82
0,best_score_box,0.2313884049654007,366,55,399,81
0,best_score_box,0.22330619394779205,400,55,434,82
