class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9992485642433167,379,311,431,364
4,tile,0.9986775517463684,265,313,316,364
4,tile,0.9986112117767334,207,256,259,308
4,tile,0.9981728792190552,206,199,258,251
4,tile,0.9980922341346741,321,255,372,307
4,tile,0.9979415535926819,322,312,373,364
4,tile,0.997191846370697,264,256,316,308
4,tile,0.9969520568847656,321,198,372,250
1,board,0.9966193437576294,200,137,436,370
4,tile,0.9963701963424683,263,199,315,251
4,tile,0.9960429668426514,206,143,258,195
4,tile,0.9957035183906555,376,140,428,194
4,tile,0.9917545318603516,263,142,314,195
4,tile,0.9908348321914673,319,141,371,194
4,tile,0.9900414347648621,378,197,429,250
2,button,0.25287312269210815,377,96,433,116
0,best_score_box,0.2206839621067047,367,55,399,81
3,score_box,0.2174825221300125,366,55,397,82
0,best_score_box,0.21314918994903564,400,55,434,81
