class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9983684420585632,208,256,259,308
4,tile,0.9979801774024963,206,199,259,252
4,tile,0.9972792267799377,322,312,373,364
4,tile,0.9970398545265198,265,312,316,365
4,tile,0.9968846440315247,379,312,431,364
4,tile,0.9968668818473816,265,256,315,308
4,tile,0.9967948794364929,321,255,372,307
1,board,0.9959414601325989,200,137,436,369
4,tile,0.9956982135772705,206,143,258,195
4,tile,0.9948309063911438,263,199,315,251
4,tile,0.9942428469657898,263,142,315,194
4,tile,0.9940462112426758,378,254,430,307
4,tile,0.9935421943664551,320,198,372,251
4,tile,0.9932918548583984,376,140,428,193
4,tile,0.9921658039093018,377,197,429,250
4,tile,0.9912651181221008,320,141,372,194
2,button,0.2390676885843277,377,96,433,116
3,score_box,0.21604889631271362,365,55,396,82
0,best_score_box,0.19423486292362213,400,54,434,81
0,best_score_box,0.19388702511787415,366,55,399,81
