class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9995166063308716,202,138,435,369
4,tile,0.9994780421257019,320,255,372,307
4,tile,0.999189555644989,205,143,257,195
4,tile,0.9988980293273926,263,199,315,251
4,tile,0.996455729007721,319,142,371,195
4,tile,0.9960227012634277,376,198,428,250
4,tile,0.9959703683853149,376,141,428,194
4,tile,0.9956186413764954,262,142,314,195
2,button,0.287695050239563,377,96,433,117
0,best_score_box,0.19698625802993774,400,55,434,82
3,score_box,0.19060640037059784,366,55,397,82
0,best_score_box,0.17342334985733032,366,55,399,82
