class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.998994767665863,265,312,316,364
4,tile,0.9984270334243774,264,256,316,307
4,tile,0.9981905817985535,207,257,259,308
4,tile,0.9976436495780945,378,254,430,307
1,board,0.9974091649055481,200,137,436,368
4,tile,0.9945593476295471,263,142,315,195
4,tile,0.9942060112953186,203,195,262,255
4,tile,0.9940786361694336,320,198,372,251
4,tile,0.9936972260475159,320,141,372,194
4,tile,0.993546187877655,206,143,258,194
4,tile,0.992468535900116,262,199,315,251
4,tile,0.9921931624412537,376,140,428,193
4,tile,0.9901368618011475,377,197,429,250
2,button,0.23198576271533966,377,96,433,116
0,best_score_box,0.2112797647714615,400,55,434,81
0,best_score_box,0.20553752779960632,367,55,399,81
3,score_box,0.1960042119026184,366,55,397,82
