class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9994950294494629,265,313,316,364
4,tile,0.9991317391395569,208,313,260,365
4,tile,0.9987733960151672,208,257,259,308
4,tile,0.998698353767395,263,199,315,251
4,tile,0.9984134435653687,207,200,258,251
4,tile,0.9983479976654053,205,143,257,195
4,tile,0.9980069994926453,321,199,372,251
1,board,0.9979079961776733,200,137,435,370
4,tile,0.9961938858032227,376,140,428,194
4,tile,0.9952527284622192,319,141,371,194
4,tile,0.993320107460022,377,198,429,250
4,tile,0.9930591583251953,262,142,314,195
2,button,0.25091952085494995,377,96,433,116
3,score_box,0.2233855426311493,367,55,397,82
0,best_score_box,0.19796812534332275,367,55,399,82
0,best_score_box,0.1946820765733719,400,55,434,82
