class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9993661046028137,208,313,260,365
4,tile,0.9983848333358765,321,255,372,307
4,tile,0.9975952506065369,264,255,316,308
4,tile,0.9970955848693848,207,200,259,252
1,board,0.9970564842224121,201,137,436,368
4,tile,0.9961735606193542,206,143,258,195
4,tile,0.9956203103065491,377,140,428,193
4,tile,0.9952007532119751,263,199,315,251
4,tile,0.995169460773468,379,255,429,307
4,tile,0.9946932196617126,263,142,315,195
4,tile,0.9937108755111694,320,198,372,251
4,tile,0.9924173355102539,320,141,372,194
4,tile,0.9917948842048645,378,197,429,250
2,button,0.22967807948589325,378,95,433,116
0,best_score_box,0.21003712713718414,400,55,434,81
0,best_score_box,0.19718055427074432,366,55,399,81
3,score_box,0.19661065936088562,365,55,397,82
