class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9990899562835693,379,311,431,364
4,tile,0.9984196424484253,207,256,259,308
4,tile,0.9980918765068054,208,313,259,365
4,tile,0.9978620409965515,206,199,259,251
4,tile,0.9974564909934998,265,256,316,308
4,tile,0.9973151087760925,321,255,372,307
4,tile,0.997262716293335,264,313,316,365
1,board,0.9956715106964111,200,137,436,368
4,tile,0.9950084686279297,206,143,258,195
4,tile,0.9945629239082336,378,254,430,307
4,tile,0.993937611579895,263,142,315,194
4,tile,0.9938961863517761,263,199,315,251
4,tile,0.9930346012115479,376,140,428,193
4,tile,0.9926498532295227,320,198,372,251
4,tile,0.9925965070724487,378,197,429,250
4,tile,0.9924399852752686,320,141,372,194
0,best_score_box,0.2331048995256424,400,54,434,81
2,button,0.2202083021402359,378,96,433,116
3,score_box,0.1942726969718933,365,55,396,82
0,best_score_box,0.18570177257061005,366,55,399,81
