class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9989618062973022,322,312,373,364
4,tile,0.9987090826034546,265,313,316,364
4,tile,0.9980035424232483,206,199,259,251
4,tile,0.997883141040802,321,255,372,307
1,board,0.9962993264198303,200,137,436,369
4,tile,0.9960840940475464,264,255,316,308
4,tile,0.9959017634391785,205,143,258,195
4,tile,0.9950586557388306,263,199,315,251
4,tile,0.9945722222328186,378,254,430,307
4,tile,0.9941586256027222,378,198,428,250
4,tile,0.9939036965370178,263,142,315,194
4,tile,0.9938167929649353,320,198,372,250
4,tile,0.9924885034561157,376,140,428,193
4,tile,0.9920482039451599,320,141,372,194
4,tile,0.9854851365089417,209,258,258,307
2,button,0.2162061333656311,378,96,433,116
0,best_score_box,0.20319883525371552,400,54,434,81
3,score_box,0.19512349367141724,365,55,397,82
0,best_score_box,0.19302505254745483,366,55,399,81
