class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9994518160820007,379,311,431,364
4,tile,0.9982471466064453,264,256,316,307
4,tile,0.9981955885887146,321,255,373,307
1,board,0.9980111122131348,202,137,435,368
4,tile,0.9977050423622131,264,199,315,251
4,tile,0.9972983002662659,205,143,257,195
4,tile,0.9966245889663696,320,198,372,251
4,tile,0.9966095685958862,376,140,428,194
4,tile,0.9931095838546753,378,198,429,250
4,tile,0.9930042624473572,262,142,314,195
4,tile,0.9921046495437622,319,141,371,194
2,button,0.24808931350708008,378,96,433,116
0,best_score_box,0.2176140695810318,366,55,399,81
3,score_box,0.21616999804973602,366,55,397,82
0,best_score_box,0.20463161170482635,400,55,434,81
