class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9987402558326721,265,313,316,364
4,tile,0.9976809024810791,321,255,373,307
4,tile,0.9972764849662781,265,256,315,307
4,tile,0.9965141415596008,203,195,263,256
4,tile,0.9963780045509338,378,255,429,307
4,tile,0.9963095784187317,263,199,315,251
4,tile,0.996199905872345,321,198,372,251
1,board,0.9959264993667603,200,137,436,368
4,tile,0.9953312277793884,377,197,429,250
4,tile,0.9948424696922302,206,143,258,194
4,tile,0.994616687297821,208,258,259,310
4,tile,0.9944116473197937,376,140,428,193
4,tile,0.9909278750419617,263,142,315,195
4,tile,0.989547610282898,319,141,371,194
2,button,0.2474057376384735,378,96,433,116
3,score_box,0.22281739115715027,366,55,396,82
0,best_score_box,0.21872355043888092,400,54,434,81
0,best_score_box,0.1920495182275772,366,55,399,81
