class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9994953870773315,207,256,258,308
1,board,0.9994751811027527,201,138,435,369
4,tile,0.99903404712677,320,199,372,251
4,tile,0.9989577531814575,205,143,256,195
4,tile,0.9988352656364441,263,199,315,251
4,tile,0.9980584979057312,262,143,314,195
4,tile,0.9967691898345947,319,142,371,195
4,tile,0.9966922998428345,376,141,428,194
2,button,0.2957659959793091,377,96,433,117
3,score_box,0.19519200921058655,366,55,396,82
0,best_score_box,0.17515070736408234,400,55,433,82
0,best_score_box,0.15928083658218384,366,55,399,82
