class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9983922839164734,379,311,431,364
4,tile,0.9982965588569641,207,256,259,308
4,tile,0.9978119134902954,264,256,316,308
4,tile,0.9974895715713501,321,255,373,307
4,tile,0.9971197843551636,205,142,257,195
4,tile,0.9965586066246033,207,200,259,251
1,board,0.9962760210037231,200,137,436,368
4,tile,0.995790421962738,376,140,428,193
4,tile,0.9948657155036926,263,199,315,251
4,tile,0.9944514632225037,379,255,430,307
4,tile,0.9939456582069397,263,142,315,195
4,tile,0.9929341077804565,320,141,372,194
4,tile,0.9929118752479553,320,198,372,251
4,tile,0.9927216172218323,378,197,429,250
2,button,0.21363593637943268,378,95,433,116
0,best_score_box,0.2126072496175766,400,55,434,81
0,best_score_box,0.1958519071340561,366,55,399,81
3,score_box,0.18925829231739044,365,55,397,82
