class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9987755417823792,322,312,373,364
4,tile,0.998315691947937,208,256,259,308
4,tile,0.9983100891113281,264,256,315,308
4,tile,0.9981961846351624,208,313,259,365
4,tile,0.9971662163734436,207,200,259,252
4,tile,0.9970767498016357,265,313,316,365
4,tile,0.9967774748802185,378,254,430,307
4,tile,0.9967658519744873,321,255,372,307
1,board,0.9959673881530762,200,137,436,369
4,tile,0.995622456073761,376,140,428,193
4,tile,0.9955276846885681,205,143,258,195
4,tile,0.994669497013092,263,199,315,251
4,tile,0.9941986799240112,263,142,315,194
4,tile,0.9936026930809021,320,198,372,251
4,tile,0.9928669929504395,377,197,429,250
4,tile,0.9923067688941956,320,141,372,194
2,button,0.22222203016281128,378,96,433,116
0,best_score_box,0.19748637080192566,400,54,434,81
3,score_box,0.1957523673772812,365,55,397,82
0,best_score_box,0.19008980691432953,366,55,399,81
