class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9993873834609985,206,143,257,195
1,board,0.9993590712547302,202,137,435,369
4,tile,0.9992701411247253,379,312,431,364
4,tile,0.9986530542373657,320,199,372,251
4,tile,0.997322142124176,377,141,428,194
4,tile,0.9970616698265076,378,255,429,307
4,tile,0.9967260360717773,262,142,314,195
4,tile,0.9966632723808289,319,141,371,195
4,tile,0.9950032830238342,377,198,429,250
2,button,0.2497258186340332,377,96,433,117
0,best_score_box,0.19870959222316742,400,55,434,82
3,score_box,0.19828584790229797,367,55,397,82
0,best_score_box,0.19150952994823456,367,55,399,82
