class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9995386600494385,208,313,260,365
4,tile,0.9988666772842407,206,143,257,195
1,board,0.9988393187522888,200,137,435,369
4,tile,0.998734176158905,206,200,259,252
4,tile,0.9970490336418152,318,198,371,251
4,tile,0.9966069459915161,319,141,371,194
4,tile,0.9963833093643188,376,140,428,194
4,tile,0.9956763386726379,262,142,314,195
4,tile,0.9901440143585205,376,198,428,250
4,tile,0.9832521677017212,318,255,372,307
2,button,0.26745545864105225,377,96,433,116
3,score_box,0.2066134363412857,366,55,397,82
0,best_score_box,0.20031291246414185,400,55,434,82
0,best_score_box,0.19870597124099731,367,55,399,81
