class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9985552430152893,265,312,316,365
4,tile,0.9985138773918152,207,200,259,251
4,tile,0.9984425902366638,208,313,260,365
4,tile,0.9982641339302063,207,256,259,308
4,tile,0.9976589679718018,321,255,372,307
4,tile,0.9971768856048584,264,256,316,308
4,tile,0.996788501739502,323,313,372,364
1,board,0.9966327548027039,200,137,436,369
4,tile,0.995686411857605,206,143,258,195
4,tile,0.9946809411048889,263,199,315,251
4,tile,0.9946565628051758,377,197,429,250
4,tile,0.9944038391113281,263,142,315,194
4,tile,0.9934480786323547,376,140,428,193
4,tile,0.9932000041007996,320,198,372,251
4,tile,0.9926888346672058,320,141,372,194
0,best_score_box,0.20559246838092804,366,55,399,81
2,button,0.2049008160829544,377,95,433,116
3,score_box,0.20440827310085297,365,55,397,82
0,best_score_box,0.19010400772094727,400,54,434,81
