class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9997121691703796,201,138,435,369
4,tile,0.999556839466095,378,311,431,364
4,tile,0.9992135763168335,207,200,258,252
4,tile,0.9988027811050415,206,143,256,195
4,tile,0.9978232383728027,377,198,429,250
4,tile,0.9959731698036194,376,141,428,194
4,tile,0.9951163530349731,262,142,313,195
4,tile,0.9931678175926208,319,142,371,195
2,button,0.31193122267723083,378,96,433,117
0,best_score_box,0.22887828946113586,400,55,434,82
3,score_box,0.201870858669281,366,55,396,82
0,best_score_box,0.19206538796424866,366,55,398,82
