class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9998334646224976,201,137,435,371
4,tile,0.9996354579925537,321,312,373,364
4,tile,0.9994919300079346,207,313,259,365
4,tile,0.9991590976715088,205,143,256,195
4,tile,0.9991414546966553,207,200,258,252
4,tile,0.9983569979667664,319,142,370,195
4,tile,0.9981258511543274,262,142,313,195
2,button,0.3909296691417694,377,96,433,117
3,score_box,0.21697218716144562,366,55,397,83
0,best_score_box,0.2129112035036087,400,55,433,82
0,best_score_box,0.18387697637081146,366,55,399,82
4,tile,0.11261414736509323,377,97,434,117
