class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9993010759353638,208,312,260,365
4,tile,0.9983692765235901,264,256,315,307
4,tile,0.9981162548065186,207,200,258,251
4,tile,0.9976601600646973,321,255,372,307
4,tile,0.9975323677062988,379,312,431,364
1,board,0.9968961477279663,201,137,436,368
4,tile,0.9965337514877319,205,143,257,195
4,tile,0.9948430061340332,376,140,428,193
4,tile,0.9944118857383728,377,197,429,250
4,tile,0.9941396713256836,262,199,315,251
4,tile,0.9941190481185913,378,255,430,307
4,tile,0.9933270215988159,320,198,372,251
4,tile,0.9920588731765747,263,142,315,194
4,tile,0.9913699626922607,319,141,371,194
2,button,0.24822726845741272,378,95,433,116
0,best_score_box,0.23607710003852844,400,54,434,81
0,best_score_box,0.1931975930929184,365,55,399,81
3,score_box,0.19158071279525757,365,55,397,82
