class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.99940025806427,207,200,258,252
4,tile,0.9990411400794983,207,257,259,308
4,tile,0.9989005327224731,320,199,372,251
1,board,0.9987990856170654,200,137,435,369
4,tile,0.9985872507095337,205,143,257,195
4,tile,0.9984233379364014,209,314,259,365
4,tile,0.9982054233551025,377,198,428,250
4,tile,0.9978711605072021,263,200,315,251
4,tile,0.9965314269065857,319,142,371,195
4,tile,0.9943124055862427,262,143,314,195
2,button,0.3536812365055084,377,96,433,117
0,best_score_box,0.21459421515464783,400,55,433,82
3,score_box,0.206298366189003,366,55,397,82
0,best_score_box,0.19133616983890533,367,55,399,82
