class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9989596605300903,379,311,431,364
4,tile,0.9986258745193481,208,314,259,365
4,tile,0.9984283447265625,207,256,259,308
4,tile,0.9979520440101624,264,256,315,307
4,tile,0.9976221919059753,321,255,373,307
4,tile,0.9975764155387878,207,200,259,251
4,tile,0.9974979758262634,265,312,316,365
4,tile,0.9962990880012512,263,199,315,251
4,tile,0.9959163069725037,321,198,372,250
4,tile,0.9956516623497009,205,143,257,195
1,board,0.9956133365631104,200,137,436,369
4,tile,0.99496990442276,377,197,429,250
4,tile,0.9944015145301819,378,255,430,307
4,tile,0.9943386912345886,376,140,428,194
4,tile,0.9914134740829468,263,142,315,195
4,tile,0.9901242852210999,319,141,371,194
2,button,0.2503705620765686,378,96,433,116
3,score_box,0.21692276000976562,366,55,397,82
0,best_score_box,0.21346522867679596,366,55,399,81
0,best_score_box,0.2075602263212204,400,55,434,81
