class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9994626641273499,379,311,431,364
4,tile,0.9990843534469604,207,256,259,308
4,tile,0.9988788962364197,265,312,316,364
4,tile,0.9987045526504517,207,200,259,251
4,tile,0.9981521964073181,264,256,316,307
4,tile,0.9980294108390808,208,313,259,365
1,board,0.997428834438324,200,137,436,369
4,tile,0.9964078068733215,205,143,258,195
4,tile,0.9950064420700073,263,199,315,251
4,tile,0.9946240186691284,320,198,372,251
4,tile,0.9942901134490967,263,142,315,194
4,tile,0.9925094842910767,320,141,372,194
4,tile,0.9924106597900391,376,140,428,193
4,tile,0.9906168580055237,378,197,429,250
2,button,0.23029935359954834,377,96,433,116
3,score_box,0.20311231911182404,365,55,396,82
0,best_score_box,0.20025917887687683,400,54,434,81
0,best_score_box,0.17942777276039124,365,55,399,81
