class,class_name,confidence,x_min,y_min,x_max,y_max
0,login_button,0.992672860622406,234,262,425,295
1,login_form,0.9925002455711365,207,72,450,332
4,title_text,0.9684514999389648,298,111,358,136
2,password_input,0.9591178894042969,233,221,425,255
6,username_input,0.9513151049613953,233,165,424,199
