class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9994242191314697,208,313,260,365
4,tile,0.9988548755645752,264,255,316,307
4,tile,0.9988320469856262,206,143,257,195
1,board,0.9985505938529968,202,137,436,368
4,tile,0.9977189898490906,378,254,430,307
4,tile,0.9967970252037048,264,199,315,251
4,tile,0.9960271120071411,263,142,315,195
4,tile,0.9953727126121521,376,140,428,194
4,tile,0.9949355721473694,320,198,372,251
4,tile,0.9935497641563416,378,198,429,250
4,tile,0.993121325969696,320,141,372,194
2,button,0.24389547109603882,377,96,433,116
0,best_score_box,0.22516030073165894,400,55,434,81
3,score_box,0.1996421366930008,365,55,396,82
0,best_score_box,0.1902899146080017,366,55,399,81
