class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9991459846496582,201,137,435,369
4,tile,0.9987853169441223,320,255,372,307
4,tile,0.9986714124679565,319,199,371,251
4,tile,0.9979100823402405,377,255,429,307
4,tile,0.9967924952507019,319,141,370,194
4,tile,0.9960624575614929,376,141,428,194
4,tile,0.995233952999115,377,198,428,250
2,button,0.26156342029571533,377,96,433,117
0,best_score_box,0.19624397158622742,400,55,433,82
3,score_box,0.19082336127758026,366,55,397,83
0,best_score_box,0.1600637435913086,366,55,399,82
