class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9992207288742065,322,312,374,364
4,tile,0.998814582824707,207,256,259,308
4,tile,0.9985197186470032,208,313,260,365
4,tile,0.9982088804244995,206,199,259,251
4,tile,0.9978145360946655,264,255,316,308
4,tile,0.9976404905319214,263,199,315,251
4,tile,0.9975870847702026,378,254,430,307
1,board,0.9965062737464905,200,137,436,369
4,tile,0.9964170455932617,378,141,428,193
4,tile,0.9960687160491943,206,143,258,195
4,tile,0.993351399898529,320,198,372,251
4,tile,0.9926364421844482,319,141,371,194
4,tile,0.9905456304550171,378,197,429,250
4,tile,0.990267813205719,263,142,315,194
2,button,0.217896968126297,378,95,433,116
0,best_score_box,0.20991826057434082,400,55,434,81
0,best_score_box,0.18731258809566498,366,55,399,81
3,score_box,0.18270756304264069,365,55,397,82
