class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9989336133003235,263,199,315,251
4,tile,0.9986615180969238,207,200,257,252
4,tile,0.9984190464019775,205,143,257,195
1,board,0.9983223080635071,201,137,436,369
4,tile,0.9981081485748291,321,198,372,251
4,tile,0.9967749714851379,376,140,428,194
4,tile,0.995743453502655,319,141,371,194
4,tile,0.9956810474395752,380,314,429,364
4,tile,0.9943260550498962,377,198,428,250
4,tile,0.9932692646980286,262,142,314,195
2,button,0.2566703259944916,378,96,433,116
0,best_score_box,0.22279296815395355,400,55,434,82
3,score_box,0.21149909496307373,366,55,397,82
0,best_score_box,0.19777247309684753,367,55,399,82
