class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9994144439697266,205,143,257,195
1,board,0.9992209672927856,201,137,435,369
4,tile,0.9990756511688232,321,255,372,307
4,tile,0.9984387755393982,320,199,372,251
4,tile,0.9969891905784607,319,141,371,195
4,tile,0.9968078136444092,377,141,428,193
4,tile,0.9967344403266907,377,198,429,250
4,tile,0.9960189461708069,262,142,314,195
4,tile,0.9771091341972351,266,314,315,364
2,button,0.2606659233570099,377,96,433,117
3,score_box,0.226425901055336,366,55,397,82
0,best_score_box,0.22336408495903015,367,55,399,82
0,best_score_box,0.17916761338710785,400,55,434,82
