class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.998853325843811,208,313,260,365
4,tile,0.9985961318016052,322,312,374,364
4,tile,0.9984502792358398,207,256,259,308
4,tile,0.9979572296142578,265,313,316,364
4,tile,0.9972431659698486,321,255,372,307
4,tile,0.9970008730888367,207,200,258,252
4,tile,0.9967593550682068,265,256,316,307
4,tile,0.9962387084960938,379,312,431,364
4,tile,0.9957919120788574,320,198,372,250
1,board,0.995510458946228,199,137,436,370
4,tile,0.9952374696731567,206,143,257,195
4,tile,0.9948126077651978,262,199,315,251
4,tile,0.9942073822021484,376,140,428,194
4,tile,0.9940457344055176,377,197,429,250
4,tile,0.993708610534668,378,255,430,307
4,tile,0.9928503036499023,263,142,315,194
4,tile,0.9902073740959167,319,141,371,194
2,button,0.23904746770858765,377,95,433,116
0,best_score_box,0.22796091437339783,400,55,434,81
3,score_box,0.21351291239261627,366,55,397,82
0,best_score_box,0.1947532445192337,367,55,399,81
