class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9984521865844727,264,199,315,251
4,tile,0.998441755771637,206,143,257,195
1,board,0.9979575872421265,200,137,435,368
4,tile,0.9978061318397522,205,254,261,310
4,tile,0.9966519474983215,206,200,259,251
4,tile,0.9960340857505798,321,198,372,251
4,tile,0.9959635734558105,377,197,429,250
4,tile,0.9958103895187378,376,140,428,193
4,tile,0.9955384135246277,262,142,315,195
4,tile,0.9937933683395386,320,141,372,194
4,tile,0.9110864400863647,370,255,428,307
2,button,0.2594461739063263,378,96,433,116
0,best_score_box,0.21212373673915863,367,55,399,81
0,best_score_box,0.2105555683374405,400,54,434,81
3,score_box,0.20368410646915436,366,55,397,82
