class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9991328120231628,265,313,316,364
4,tile,0.9986843466758728,206,143,257,195
1,board,0.9982956051826477,202,137,436,369
4,tile,0.997846245765686,264,256,316,308
4,tile,0.9972935318946838,321,198,372,251
4,tile,0.9969775676727295,378,255,430,307
4,tile,0.996701180934906,263,199,315,251
4,tile,0.9950686693191528,262,142,315,194
4,tile,0.9948397278785706,376,140,428,194
4,tile,0.9925376772880554,320,141,372,194
4,tile,0.9923997521400452,377,198,429,250
2,button,0.24930192530155182,377,96,433,116
0,best_score_box,0.2053077518939972,365,55,399,81
3,score_box,0.18857808411121368,365,55,397,82
0,best_score_box,0.17879866063594818,400,55,434,81
