class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9992074370384216,208,313,260,365
4,tile,0.9985669255256653,208,256,259,308
4,tile,0.9983627200126648,206,143,258,195
4,tile,0.9981483221054077,264,255,316,308
4,tile,0.9980224370956421,207,200,259,252
1,board,0.997621476650238,200,137,436,369
4,tile,0.9953163862228394,376,140,428,193
4,tile,0.995081901550293,320,198,372,251
4,tile,0.9946753978729248,263,142,315,194
4,tile,0.9946683049201965,263,199,315,251
4,tile,0.991854190826416,320,141,372,194
4,tile,0.9915868043899536,378,197,429,250
2,button,0.2566307783126831,378,96,433,116
0,best_score_box,0.22753451764583588,400,54,434,81
3,score_box,0.20067188143730164,366,55,396,82
0,best_score_box,0.19464550912380219,366,55,398,81
