class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9993405938148499,379,311,431,364
4,tile,0.9992853999137878,207,200,259,251
1,board,0.9988318085670471,200,137,436,368
4,tile,0.9987978935241699,321,255,372,307
4,tile,0.9981074333190918,319,198,372,251
4,tile,0.9977522492408752,205,143,257,195
4,tile,0.9970596432685852,377,140,428,194
4,tile,0.9960464835166931,378,255,429,307
4,tile,0.9950535893440247,263,142,314,195
4,tile,0.9935854077339172,319,141,371,194
4,tile,0.9924114942550659,378,198,429,250
2,button,0.2483198493719101,378,96,433,116
0,best_score_box,0.23336249589920044,400,55,434,82
0,best_score_box,0.21193984150886536,366,55,399,82
3,score_box,0.20512567460536957,366,55,397,82
