class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9988880753517151,322,312,374,364
4,tile,0.9985430240631104,207,256,259,308
4,tile,0.9981057643890381,264,256,315,308
4,tile,0.9970577955245972,207,200,258,251
4,tile,0.9967760443687439,321,255,373,307
4,tile,0.9961517453193665,379,312,431,364
4,tile,0.9960470795631409,205,143,257,195
1,board,0.9955139756202698,200,137,436,368
4,tile,0.9940535426139832,377,197,429,250
4,tile,0.9938832521438599,262,199,315,251
4,tile,0.9938533306121826,376,140,428,194
4,tile,0.9930775165557861,378,255,430,307
4,tile,0.9915823340415955,263,142,315,194
4,tile,0.9905822277069092,320,198,371,251
4,tile,0.9899550676345825,319,141,371,194
2,button,0.2507916986942291,378,96,433,116
0,best_score_box,0.23373672366142273,400,55,434,81
3,score_box,0.22853989899158478,366,55,396,81
0,best_score_box,0.21209362149238586,367,55,399,81
