class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.998975396156311,206,199,259,251
4,tile,0.9986353516578674,379,311,431,364
4,tile,0.9983300566673279,264,256,316,308
4,tile,0.9983048439025879,322,312,373,364
4,tile,0.997286319732666,320,198,372,251
1,board,0.9972309470176697,201,137,436,369
4,tile,0.996541440486908,321,255,372,307
4,tile,0.9963452219963074,264,199,315,251
4,tile,0.9953120946884155,377,197,429,250
4,tile,0.9948890805244446,378,255,430,307
4,tile,0.9935967922210693,376,140,428,193
4,tile,0.99327152967453,262,142,314,195
4,tile,0.9922440648078918,320,141,371,194
2,button,0.2512325644493103,377,96,433,116
3,score_box,0.1943134367465973,365,55,397,81
0,best_score_box,0.18840497732162476,366,55,399,81
0,best_score_box,0.1879492849111557,400,54,434,81
